18b5d246-afc2-11eb-a2aa-82bbbca39401,cahlcfk@yahoo.com,jlibjgc,ClientDashboard,18b5a6fe-afc2-11eb-a2aa-82bbbca39401,{'allowedMetrics': 'applies'}
18b5d246-afc2-11eb-a2aa-82bbbca39401,cahlcfk@yahoo.com,jlibjgc,Mojo,allkgia,"{'clientIds': ['18b5a5d2-afc2-11eb-a2aa-82bbbca39401', '18b5a410-afc2-11eb-a2aa-82bbbca39401', '18b5a730-afc2-11eb-a2aa-82bbbca39401'], 'placementIds': ['18b5a79e-afc2-11eb-a2aa-82bbbca39401']}"
18b5d246-afc2-11eb-a2aa-82bbbca39401,cahlcfk@yahoo.com,jlibjgc,MojoGo,18b5a578-afc2-11eb-a2aa-82bbbca39401,"{'level': 'level-2', 'country': 'Asia'}"
18b5d246-afc2-11eb-a2aa-82bbbca39401,cahlcfk@yahoo.com,jlibjgc,ClientDashboard,18b5a410-afc2-11eb-a2aa-82bbbca39401,{'allowedMetrics': 'applies'}
18b5d246-afc2-11eb-a2aa-82bbbca39401,cahlcfk@yahoo.com,jlibjgc,Mojo,dieacji,"{'clientIds': ['18b5a6a4-afc2-11eb-a2aa-82bbbca39401', '18b5a730-afc2-11eb-a2aa-82bbbca39401', '18b5a730-afc2-11eb-a2aa-82bbbca39401'], 'placementIds': ['18b5a8de-afc2-11eb-a2aa-82bbbca39401']}"
18b5d246-afc2-11eb-a2aa-82bbbca39401,cahlcfk@yahoo.com,jlibjgc,ClientDashboard,18b5a60e-afc2-11eb-a2aa-82bbbca39401,{'allowedMetrics': 'cta'}
18b5d246-afc2-11eb-a2aa-82bbbca39401,cahlcfk@yahoo.com,jlibjgc,MojoGo,18b5a60e-afc2-11eb-a2aa-82bbbca39401,"{'level': 'level-3', 'country': 'Germany'}"
18b5d246-afc2-11eb-a2aa-82bbbca39401,cahlcfk@yahoo.com,jlibjgc,Mojo,iihdbjg,"{'clientIds': ['18b5a410-afc2-11eb-a2aa-82bbbca39401', '18b5a60e-afc2-11eb-a2aa-82bbbca39401', '18b5a672-afc2-11eb-a2aa-82bbbca39401'], 'placementIds': ['18b5a8b6-afc2-11eb-a2aa-82bbbca39401']}"
18b5d246-afc2-11eb-a2aa-82bbbca39401,cahlcfk@yahoo.com,jlibjgc,MojoGo,18b5a6a4-afc2-11eb-a2aa-82bbbca39401,"{'level': 'level-3', 'country': 'SouthAmerica'}"
18b5d246-afc2-11eb-a2aa-82bbbca39401,cahlcfk@yahoo.com,jlibjgc,Mojo,hjljjgi,"{'clientIds': ['18b5a730-afc2-11eb-a2aa-82bbbca39401', '18b5a578-afc2-11eb-a2aa-82bbbca39401', '18b5a672-afc2-11eb-a2aa-82bbbca39401'], 'placementIds': ['18b5a7f8-afc2-11eb-a2aa-82bbbca39401']}"
18b5d246-afc2-11eb-a2aa-82bbbca39401,cahlcfk@yahoo.com,jlibjgc,Mojo,ceflfla,"{'clientIds': ['18b5a578-afc2-11eb-a2aa-82bbbca39401', '18b5a672-afc2-11eb-a2aa-82bbbca39401', '18b5a6fe-afc2-11eb-a2aa-82bbbca39401'], 'placementIds': ['18b5a82a-afc2-11eb-a2aa-82bbbca39401']}"
18b5d246-afc2-11eb-a2aa-82bbbca39401,cahlcfk@yahoo.com,jlibjgc,MojoGo,18b5a6cc-afc2-11eb-a2aa-82bbbca39401,"{'level': 'level-3', 'country': 'France'}"
18b5d246-afc2-11eb-a2aa-82bbbca39401,cahlcfk@yahoo.com,jlibjgc,ClientDashboard,18b5a578-afc2-11eb-a2aa-82bbbca39401,{'allowedMetrics': 'cpc'}
18b5d246-afc2-11eb-a2aa-82bbbca39401,cahlcfk@yahoo.com,jlibjgc,MojoGo,18b5a672-afc2-11eb-a2aa-82bbbca39401,"{'level': 'level-2', 'country': 'USA'}"
